,CustomerID,Recency,Frequency,Monetory,Loyality_badge
795,806,108,18,24307.0,Silver
796,807,134,24,229993.0,Gold
797,808,44,19,76604.0,Gold
798,809,5,28,71264.0,Gold
799,810,12,304,805199.0,Platinum
800,811,65,16,35250.0,Bronze
801,812,151,8,20468.0,Bronze
802,813,41,103,245058.0,Platinum
803,814,65,126,325614.0,Platinum
804,815,109,77,220293.0,Gold
805,816,1,157,471749.0,Platinum
806,817,21,29,97152.0,Gold
807,818,11,74,29371.0,Gold
808,819,11,66,173063.0,Platinum
809,820,19,49,103499.0,Platinum
810,821,68,45,157136.0,Gold
811,822,76,10,69336.0,Silver
812,823,6,101,497434.0,Platinum
813,824,3,12,23428.0,Silver
814,825,16,167,407797.0,Platinum
815,826,256,54,38559.0,Silver
816,827,92,13,38360.0,Bronze
817,828,24,59,143297.0,Gold
818,829,17,194,434444.0,Platinum
819,830,24,19,38759.0,Silver
820,831,29,71,289773.0,Platinum
821,832,27,441,413989.0,Platinum
822,833,269,2,59093.0,Bronze
823,834,166,17,42714.0,Bronze
824,835,25,46,123974.0,Gold
825,836,19,63,215050.0,Platinum
826,837,8,382,1242864.0,Platinum
827,838,30,17,33275.0,Silver
828,839,39,27,202618.0,Gold
829,840,254,9,17798.0,Bronze
830,841,59,41,85845.0,Silver
831,842,185,17,46026.0,Bronze
832,843,11,98,137856.0,Platinum
833,844,3,302,700143.0,Platinum
834,845,101,10,20740.0,Bronze
835,846,4,260,333016.0,Platinum
836,847,62,20,56438.0,Silver
837,848,237,63,29649.0,Silver
838,849,195,86,195048.0,Gold
839,850,179,58,143976.0,Gold
840,851,40,79,195017.0,Gold
841,852,204,15,34265.0,Bronze
842,853,46,108,241618.0,Platinum
843,854,233,11,25433.0,Bronze
844,855,66,10,22148.0,Bronze
845,856,242,8,34390.0,Bronze
846,857,234,23,58653.0,Silver
847,858,79,69,142258.0,Gold
848,859,59,34,76621.0,Silver
849,860,18,416,1113766.0,Platinum
850,861,106,14,65704.0,Silver
851,862,52,86,168444.0,Gold
852,863,137,50,146716.0,Gold
853,864,278,6,67141.0,Bronze
854,865,312,18,39471.0,Silver
855,866,10,48,246492.0,Platinum
856,867,11,35,83831.0,Gold
857,868,283,19,44256.0,Silver
858,869,19,42,183846.0,Platinum
859,870,24,64,144450.0,Gold
860,871,289,52,163803.0,Gold
861,872,18,18,42180.0,Gold
862,873,72,17,32445.0,Bronze
863,874,65,22,38053.0,Silver
864,875,73,210,485228.0,Platinum
865,876,318,26,62509.0,Silver
866,877,4,162,332019.0,Platinum
867,878,245,12,12483.0,Bronze
868,879,9,43,151305.0,Platinum
869,880,2,114,249397.0,Platinum
870,881,261,15,30664.0,Bronze
871,882,127,10,26526.0,Bronze
872,883,75,4,18004.0,Bronze
873,884,73,59,119435.0,Gold
874,885,23,44,193809.0,Gold
875,886,60,138,274509.0,Platinum
876,887,86,38,87576.0,Gold
877,888,81,8,13722.0,Bronze
878,889,59,86,363774.0,Gold
879,890,2,426,146562.0,Platinum
880,891,31,5,14824.0,Silver
881,892,34,172,474106.0,Platinum
882,893,41,27,84999.0,Gold
883,894,15,6,77516.0,Gold
884,895,34,223,319498.0,Platinum
885,896,81,15,34896.0,Bronze
886,897,207,22,56756.0,Silver
887,898,34,65,26852.0,Gold
888,899,183,75,36779.0,Silver
889,900,3,295,728004.0,Platinum
890,901,3,177,443912.0,Platinum
891,902,44,25,136670.0,Gold
892,903,86,37,77980.0,Silver
893,904,40,87,35986.0,Gold
894,905,13,98,80303.0,Gold
895,906,97,124,92920.0,Gold
896,907,28,51,112564.0,Gold
897,908,320,4,9795.0,Bronze
898,909,67,109,444235.0,Platinum
899,910,74,136,557387.0,Platinum
900,911,29,34,87105.0,Gold
901,912,6,175,80312.0,Platinum
902,913,8,33,20514.0,Gold
903,914,216,14,20097.0,Bronze
904,915,82,82,223467.0,Gold
905,916,85,49,88330.0,Gold
906,917,355,82,154749.0,Gold
907,918,20,38,31788.0,Silver
908,919,41,174,113984.0,Platinum
909,920,174,44,23149.0,Silver
910,921,18,84,44882.0,Gold
911,922,245,27,32256.0,Bronze
912,923,13,341,301260.0,Platinum
913,924,206,33,166045.0,Silver
914,925,52,26,37730.0,Silver
915,926,25,46,100339.0,Gold
916,927,12,126,818591.0,Platinum
917,928,26,83,207364.0,Gold
918,929,15,23,55581.0,Gold
919,930,311,10,12830.0,Bronze
920,931,156,53,118173.0,Gold
921,932,307,23,16303.0,Bronze
922,933,64,8,85048.0,Silver
923,934,16,174,373642.0,Platinum
924,935,15,21,42546.0,Gold
925,936,12,87,287765.0,Platinum
926,937,65,58,137007.0,Gold
927,938,43,16,28848.0,Silver
928,939,109,127,247456.0,Platinum
929,940,53,26,55811.0,Silver
930,941,6,165,89053.0,Platinum
931,942,48,40,21692.0,Silver
932,943,4,247,685595.0,Platinum
933,944,313,19,36152.0,Bronze
934,945,46,98,97120.0,Gold
935,946,65,23,54495.0,Silver
936,947,27,27,24371.0,Silver
937,948,30,43,39255.0,Gold
938,949,41,98,80295.0,Gold
939,950,13,225,137800.0,Platinum
940,951,90,74,158796.0,Gold
941,952,25,200,185175.0,Platinum
942,953,319,23,50906.0,Silver
943,954,41,44,69579.0,Gold
944,955,175,13,31318.0,Bronze
945,956,117,19,39003.0,Silver
946,957,31,81,86193.0,Gold
947,958,253,19,36916.0,Bronze
948,959,60,92,228164.0,Gold
949,960,29,59,982153.0,Platinum
950,961,6,71,277643.0,Platinum
951,962,102,10,242100.0,Gold
952,963,25,146,260435.0,Platinum
953,964,34,188,196569.0,Platinum
954,965,68,59,133600.0,Gold
955,966,37,63,125880.0,Gold
956,967,53,100,101468.0,Gold
957,968,17,8,18081.0,Silver
958,969,75,40,144944.0,Gold
959,970,216,66,44292.0,Silver
960,971,33,28,64182.0,Gold
961,972,18,146,362366.0,Platinum
962,973,121,5,35050.0,Bronze
963,974,11,79,217747.0,Platinum
964,975,257,23,41181.0,Silver
965,976,17,96,224510.0,Platinum
966,977,42,6,10773.0,Silver
967,978,46,63,137507.0,Gold
968,979,44,166,380221.0,Platinum
969,980,115,56,125963.0,Gold
970,981,165,49,64870.0,Silver
971,982,12,16,45773.0,Gold
972,983,10,106,311981.0,Platinum
973,984,206,104,208096.0,Gold
974,985,86,53,115390.0,Gold
975,986,180,13,23450.0,Bronze
976,987,61,12,10361.0,Bronze
977,988,150,87,38604.0,Silver
978,989,3,469,833324.0,Platinum
979,990,51,9,32918.0,Silver
980,991,76,25,49196.0,Silver
981,992,303,6,22267.0,Bronze
982,993,19,65,46210.0,Gold
983,994,152,25,64644.0,Silver
984,995,152,16,68568.0,Bronze
985,996,2,193,474197.0,Platinum
986,997,18,57,102345.0,Platinum
987,998,191,3,6302.0,Bronze
988,999,286,30,8985.0,Bronze
989,1000,4,37,263771.0,Platinum
990,1001,183,8,10575.0,Bronze
991,1002,64,6,111008.0,Silver
992,1003,61,9,19737.0,Bronze
993,1004,25,52,208797.0,Gold
994,1006,5,564,9360627.0,Platinum
995,1007,32,90,329089.0,Platinum
996,1008,39,12,23415.0,Silver
997,1009,156,14,32972.0,Bronze
998,1010,27,195,341316.0,Platinum
999,1011,326,1,10050.0,Bronze
1000,1012,7,134,302460.0,Platinum
1001,1013,8,28,91646.0,Gold
1002,1014,303,20,44267.0,Silver
1003,1015,268,48,98208.0,Gold
1004,1016,272,49,45451.0,Silver
1005,1017,4,335,800452.0,Platinum
1006,1018,35,8,25044.0,Silver
1007,1019,220,13,31803.0,Bronze
1008,1020,247,10,42674.0,Bronze
1009,1021,282,105,138027.0,Gold
1010,1022,270,21,18037.0,Bronze
1011,1023,33,101,232942.0,Platinum
1012,1024,250,12,42935.0,Bronze
1013,1025,17,60,133651.0,Platinum
1014,1026,118,43,101464.0,Gold
1015,1027,37,28,67663.0,Gold
1016,1028,132,85,306710.0,Gold
1017,1029,218,6,22258.0,Bronze
1018,1030,52,104,236123.0,Platinum
1019,1031,39,42,169880.0,Gold
1020,1032,30,20,42231.0,Gold
1021,1033,38,63,124411.0,Gold
1022,1034,136,43,94918.0,Gold
1023,1035,220,38,73505.0,Silver
1024,1036,29,33,71265.0,Gold
1025,1037,25,195,349024.0,Platinum
1026,1038,6,189,98679.0,Platinum
1027,1039,201,30,38331.0,Bronze
1028,1040,23,3,23076.0,Silver
1029,1041,241,23,56822.0,Silver
1030,1042,72,34,76625.0,Silver
1031,1043,17,319,364539.0,Platinum
1032,1044,4,41,253560.0,Platinum
1033,1045,96,72,178646.0,Gold
1034,1046,163,25,54676.0,Silver
1035,1047,381,1,8128.0,Bronze
1036,1048,97,28,113535.0,Gold
1037,1049,55,24,192831.0,Gold
1038,1050,289,9,38231.0,Bronze
1039,1051,126,76,171521.0,Gold
1040,1052,288,35,97703.0,Silver
1041,1053,152,12,35080.0,Bronze
1042,1054,4,339,271989.0,Platinum
1043,1055,3,142,679382.0,Platinum
1044,1056,12,117,408638.0,Platinum
1045,1057,35,25,78531.0,Gold
1046,1058,55,57,37927.0,Silver
1047,1059,51,70,141470.0,Gold
1048,1060,219,7,48304.0,Bronze
1049,1061,64,15,190896.0,Silver
1050,1062,71,207,202046.0,Gold
1051,1063,3,368,2048534.0,Platinum
1052,1064,3,135,340034.0,Platinum
1053,1065,65,119,341345.0,Platinum
1054,1066,34,176,139063.0,Platinum
1055,1067,82,22,45131.0,Silver
1056,1068,1,193,2684902.0,Platinum
1057,1069,106,9,21402.0,Bronze
1058,1070,8,57,48415.0,Gold
1059,1071,251,17,14500.0,Bronze
1060,1072,13,115,107942.0,Platinum
1061,1073,10,31,371170.0,Platinum
1062,1074,368,7,28776.0,Bronze
1063,1075,76,31,49819.0,Silver
1064,1076,5,44,76546.0,Gold
1065,1077,130,11,199700.0,Silver
1066,1078,68,13,24037.0,Bronze
1067,1079,4,349,4901197.0,Platinum
1068,1080,117,39,89832.0,Gold
1069,1081,310,33,72624.0,Silver
1070,1082,67,23,42847.0,Silver
1071,1083,139,60,591556.0,Gold
1072,1084,257,17,35476.0,Bronze
1073,1085,31,137,340085.0,Platinum
1074,1086,55,13,177752.0,Silver
1075,1087,64,10,28848.0,Bronze
1076,1088,368,7,12904.0,Bronze
1077,1089,7,76,213724.0,Platinum
1078,1090,306,12,16826.0,Bronze
1079,1091,29,32,100525.0,Gold
1080,1092,185,10,55611.0,Bronze
1081,1093,44,33,62822.0,Gold
1082,1094,40,64,139391.0,Gold
1083,1095,93,56,201587.0,Gold
1084,1096,24,172,494190.0,Platinum
1085,1097,25,26,64077.0,Gold
1086,1098,31,22,43194.0,Gold
1087,1099,305,36,157544.0,Silver
1088,1100,145,59,46249.0,Silver
1089,1101,7,96,92490.0,Platinum
1090,1102,19,40,120521.0,Gold
1091,1103,33,46,215952.0,Platinum
1092,1104,177,10,24830.0,Bronze
1093,1105,58,93,49218.0,Gold
1094,1106,23,15,32738.0,Silver
1095,1108,20,74,258923.0,Platinum
1096,1109,24,3,6372.0,Silver
1097,1110,160,28,44869.0,Silver
1098,1111,26,55,106296.0,Gold
1099,1112,212,19,37675.0,Bronze
1100,1113,6,173,81667.0,Platinum
1101,1114,254,1,8600.0,Bronze
1102,1115,59,206,430493.0,Platinum
1103,1116,12,20,47496.0,Gold
1104,1117,65,9,38876.0,Bronze
1105,1118,25,55,103752.0,Gold
1106,1119,102,5,232600.0,Gold
1107,1120,52,101,207597.0,Platinum
1108,1121,130,91,198089.0,Gold
1109,1122,99,79,234793.0,Gold
1110,1123,58,23,125850.0,Gold
1111,1124,10,110,932666.0,Platinum
1112,1125,169,14,66430.0,Bronze
1113,1126,58,11,24095.0,Bronze
1114,1127,327,28,26320.0,Bronze
1115,1128,2,76,154694.0,Platinum
1116,1129,20,139,303858.0,Platinum
1117,1130,248,20,39344.0,Silver
1118,1131,59,30,60914.0,Silver
1119,1132,75,7,18261.0,Bronze
1120,1133,32,61,130667.0,Gold
1121,1134,39,32,72383.0,Gold
1122,1135,124,306,395361.0,Platinum
1123,1136,6,113,344344.0,Platinum
1124,1137,23,336,788778.0,Platinum
1125,1138,121,23,45069.0,Silver
1126,1139,359,18,63012.0,Silver
1127,1140,55,103,239104.0,Platinum
1128,1141,66,7,13848.0,Bronze
1129,1142,89,3,18624.0,Bronze
1130,1143,55,36,147650.0,Gold
1131,1144,22,165,406700.0,Platinum
1132,1145,8,178,2199752.0,Platinum
1133,1146,3,65,164781.0,Platinum
1134,1147,11,141,333475.0,Platinum
1135,1148,8,59,94242.0,Platinum
1136,1149,193,28,61916.0,Silver
1137,1150,72,16,30381.0,Bronze
1138,1151,205,19,43402.0,Silver
1139,1152,120,40,78040.0,Silver
1140,1153,94,15,47906.0,Silver
1141,1154,2,110,230839.0,Platinum
1142,1155,31,27,114051.0,Gold
1143,1156,298,21,91094.0,Silver
1144,1157,25,27,70640.0,Gold
1145,1158,29,118,327607.0,Platinum
1146,1159,52,17,40374.0,Silver
1147,1160,326,12,20510.0,Bronze
1148,1161,17,19,48270.0,Gold
1149,1162,193,43,95215.0,Gold
1150,1163,73,148,364714.0,Platinum
1151,1164,39,25,47670.0,Gold
1152,1165,80,122,309891.0,Platinum
1153,1166,61,147,388583.0,Platinum
1154,1167,13,33,79378.0,Gold
1155,1168,51,18,38358.0,Silver
1156,1169,50,30,165454.0,Gold
1157,1170,60,26,65936.0,Silver
1158,1171,352,7,21663.0,Bronze
1159,1172,54,20,45394.0,Silver
1160,1173,2,116,250156.0,Platinum
1161,1174,93,41,85393.0,Silver
1162,1175,24,11,28914.0,Silver
1163,1176,75,21,46706.0,Silver
1164,1177,12,27,53560.0,Gold
1165,1178,171,9,90573.0,Silver
1166,1179,58,16,43672.0,Silver
1167,1180,96,58,156517.0,Gold
1168,1181,295,16,34377.0,Bronze
1169,1182,110,23,71566.0,Silver
1170,1183,264,31,112988.0,Silver
1171,1184,180,26,53032.0,Silver
1172,1185,170,9,22725.0,Bronze
1173,1186,37,7,10592.0,Silver
1174,1187,24,44,102934.0,Gold
1175,1188,18,48,112750.0,Platinum
1176,1189,22,45,607342.0,Platinum
1177,1190,81,11,81029.0,Silver
1178,1191,69,5,10984.0,Bronze
1179,1192,365,3,13024.0,Bronze
1180,1193,3,160,357665.0,Platinum
1181,1194,12,35,92191.0,Gold
1182,1195,177,39,85597.0,Silver
1183,1196,218,135,404130.0,Gold
1184,1197,9,19,344286.0,Platinum
1185,1198,2,25,51916.0,Gold
1186,1199,155,33,40072.0,Silver
1187,1200,6,152,127086.0,Platinum
1188,1202,80,91,77434.0,Gold
1189,1203,22,12,29006.0,Silver
1190,1204,22,11,21924.0,Silver
1191,1205,309,35,91898.0,Silver
1192,1206,152,2,10530.0,Bronze
1193,1207,8,624,1124046.0,Platinum
1194,1208,19,149,368698.0,Platinum
1195,1209,72,15,25157.0,Bronze
1196,1210,289,11,33686.0,Bronze
1197,1211,50,28,53946.0,Gold
1198,1212,32,336,330542.0,Platinum
1199,1213,209,10,43178.0,Bronze
1200,1214,16,15,36851.0,Silver
1201,1215,74,54,121590.0,Gold
1202,1216,63,11,26950.0,Bronze
1203,1217,40,111,242037.0,Platinum
1204,1218,34,106,325694.0,Platinum
1205,1219,29,16,127492.0,Gold
1206,1220,5,351,888245.0,Platinum
1207,1221,20,13,43429.0,Silver
1208,1222,20,233,562648.0,Platinum
1209,1223,66,41,199572.0,Gold
1210,1224,214,16,42763.0,Bronze
1211,1225,13,83,130982.0,Platinum
1212,1226,31,5,10714.0,Silver
1213,1227,44,121,388165.0,Platinum
1214,1228,4,155,275868.0,Platinum
1215,1229,16,86,180996.0,Platinum
1216,1230,11,208,500790.0,Platinum
1217,1231,212,15,99240.0,Silver
1218,1232,46,39,258574.0,Gold
1219,1233,135,47,97239.0,Gold
1220,1234,44,170,597409.0,Platinum
1221,1235,10,84,408585.0,Platinum
1222,1236,118,30,127459.0,Gold
1223,1237,199,42,88479.0,Gold
1224,1238,280,11,40452.0,Bronze
1225,1239,111,34,72658.0,Silver
1226,1240,78,39,101776.0,Gold
1227,1241,53,20,112726.0,Gold
1228,1242,162,161,542697.0,Gold
1229,1243,47,66,191118.0,Gold
1230,1244,17,39,86924.0,Gold
1231,1245,156,22,72623.0,Silver
1232,1246,226,28,65219.0,Silver
1233,1247,8,31,77964.0,Gold
1234,1248,124,16,37972.0,Bronze
1235,1249,63,6,13908.0,Bronze
1236,1250,64,15,57438.0,Silver
1237,1251,19,243,307161.0,Platinum
1238,1252,9,248,1710795.0,Platinum
1239,1253,8,141,400857.0,Platinum
1240,1254,23,89,83545.0,Gold
1241,1255,29,66,174196.0,Gold
1242,1256,285,37,75508.0,Silver
1243,1257,177,28,17031.0,Bronze
1244,1258,79,91,200102.0,Gold
1245,1259,38,6,17888.0,Silver
1246,1260,43,235,442700.0,Platinum
1247,1261,267,21,19192.0,Bronze
1248,1262,27,204,79968.0,Gold
1249,1263,110,6,195522.0,Silver
1250,1264,285,13,30426.0,Bronze
1251,1265,9,32,152704.0,Gold
1252,1266,306,84,54297.0,Silver
1253,1267,17,486,764064.0,Platinum
1254,1268,32,54,111085.0,Gold
1255,1269,1,210,1767931.0,Platinum
1256,1270,20,56,27949.0,Gold
1257,1271,128,4,33890.0,Bronze
1258,1272,66,6,12644.0,Bronze
1259,1273,107,10,79132.0,Silver
1260,1274,2,1103,1028708.0,Platinum
1261,1275,25,284,877086.0,Platinum
1262,1276,267,8,27568.0,Bronze
1263,1277,5,202,892064.0,Platinum
1264,1278,10,111,1349698.0,Platinum
1265,1279,30,80,236586.0,Platinum
1266,1280,267,7,17433.0,Bronze
1267,1281,64,52,56690.0,Gold
1268,1282,321,24,29822.0,Bronze
1269,1283,4,321,193504.0,Platinum
1270,1284,33,13,19462.0,Silver
1271,1285,5,43,131134.0,Platinum
1272,1286,130,46,16265.0,Silver
1273,1287,44,42,63392.0,Gold
1274,1288,102,65,118844.0,Gold
1275,1289,126,12,53136.0,Silver
1276,1290,37,4,6492.0,Silver
1277,1291,303,152,122315.0,Gold
1278,1292,365,29,24900.0,Bronze
1279,1293,5,181,142996.0,Platinum
1280,1294,3,450,614012.0,Platinum
1281,1295,3,68,33827.0,Gold
1282,1296,11,589,5678995.0,Platinum
1283,1297,58,14,23739.0,Bronze
1284,1298,326,1,8352.0,Bronze
1285,1299,8,214,510004.0,Platinum
1286,1300,13,103,59121.0,Platinum
1287,1301,5,5019,6110588.0,Platinum
1288,1302,37,21,19091.0,Silver
1289,1303,17,250,421621.0,Platinum
1290,1304,138,26,22838.0,Silver
1291,1305,75,34,795177.0,Gold
1292,1306,8,78,180625.0,Platinum
1293,1307,155,21,26096.0,Bronze
1294,1308,240,72,165718.0,Gold
1295,1309,52,123,362951.0,Platinum
1296,1310,31,34,75647.0,Gold
1297,1311,73,9,18446.0,Bronze
1298,1312,5,156,706082.0,Platinum
1299,1313,16,10,95841.0,Gold
1300,1314,26,160,375871.0,Platinum
1301,1315,4,34,219822.0,Platinum
1302,1316,276,15,43651.0,Bronze
1303,1317,22,72,175489.0,Gold
1304,1318,145,3,13704.0,Bronze
1305,1320,4,158,378953.0,Platinum
1306,1321,85,5,111164.0,Silver
1307,1322,11,166,360404.0,Platinum
1308,1323,10,15,86422.0,Gold
1309,1324,124,44,89151.0,Gold
1310,1325,61,46,90653.0,Gold
1311,1326,2,52,144699.0,Platinum
1312,1327,320,66,62884.0,Silver
1313,1328,3,199,530244.0,Platinum
1314,1329,130,28,77181.0,Silver
1315,1330,2,133,664579.0,Platinum
1316,1331,3,47,127049.0,Platinum
1317,1332,47,26,64788.0,Gold
1318,1333,4,66,132154.0,Platinum
1319,1334,4,40,110735.0,Gold
1320,1335,374,22,45056.0,Silver
1321,1336,135,7,12842.0,Bronze
1322,1337,47,11,414756.0,Gold
1323,1338,9,209,539609.0,Platinum
1324,1339,84,5,53036.0,Silver
1325,1340,234,3,16640.0,Bronze
1326,1341,221,28,55953.0,Silver
1327,1342,37,26,90914.0,Gold
1328,1343,76,49,97488.0,Gold
1329,1344,240,52,161084.0,Gold
1330,1345,267,6,12968.0,Bronze
1331,1346,10,1379,12647303.0,Platinum
1332,1347,20,48,55258.0,Gold
1333,1348,41,41,86224.0,Gold
1334,1349,20,1194,682282.0,Platinum
1335,1350,216,108,136553.0,Gold
1336,1351,174,25,36425.0,Bronze
1337,1352,88,52,297296.0,Gold
1338,1353,80,29,220734.0,Gold
1339,1354,276,25,14751.0,Bronze
1340,1355,40,52,66512.0,Gold
1341,1356,99,58,46170.0,Gold
1342,1357,11,29,52999.0,Gold
1343,1358,34,26,18334.0,Silver
1344,1359,60,149,394867.0,Platinum
1345,1360,298,31,67577.0,Silver
1346,1361,88,42,67158.0,Gold
1347,1362,9,323,236395.0,Platinum
1348,1363,41,164,86809.0,Platinum
1349,1364,11,240,510188.0,Platinum
1350,1365,67,24,51181.0,Silver
1351,1366,332,3,20166.0,Bronze
1352,1367,32,65,259588.0,Platinum
1353,1368,3,265,668644.0,Platinum
1354,1369,2,259,647781.0,Platinum
1355,1370,68,42,106222.0,Gold
1356,1371,5,578,1423652.0,Platinum
1357,1372,203,7,163280.0,Silver
1358,1373,107,6,41114.0,Silver
1359,1374,19,39,84158.0,Gold
1360,1375,221,2,19752.0,Bronze
1361,1376,61,37,112072.0,Gold
1362,1377,3,44,19978.0,Gold
1363,1378,18,24,58684.0,Gold
1364,1379,240,20,46408.0,Silver
1365,1380,95,10,17337.0,Bronze
1366,1381,11,87,245034.0,Platinum
1367,1382,106,102,228327.0,Platinum
1368,1383,54,112,284329.0,Platinum
1369,1384,91,9,155680.0,Silver
1370,1386,31,67,137022.0,Gold
1371,1387,12,107,244178.0,Platinum
1372,1388,5,59,215044.0,Platinum
1373,1389,3,100,238496.0,Platinum
1374,1390,43,12,26476.0,Silver
1375,1391,6,7,13646.0,Silver
1376,1392,249,21,76886.0,Silver
1377,1393,43,192,454608.0,Platinum
1378,1394,178,41,96639.0,Silver
1379,1395,93,60,123779.0,Gold
1380,1396,111,118,130636.0,Gold
1381,1397,30,67,286835.0,Platinum
1382,1398,27,175,430266.0,Platinum
1383,1399,52,40,189213.0,Gold
1384,1400,184,50,111794.0,Gold
1385,1401,43,115,295818.0,Platinum
1386,1402,50,35,169570.0,Gold
1387,1403,23,159,119867.0,Platinum
1388,1404,76,79,406774.0,Gold
1389,1405,81,15,63854.0,Silver
1390,1406,374,9,17633.0,Bronze
1391,1407,329,8,20847.0,Bronze
1392,1408,44,110,284637.0,Platinum
1393,1409,31,42,107479.0,Gold
1394,1410,184,10,27340.0,Bronze
1395,1411,235,16,34381.0,Bronze
1396,1412,11,141,317557.0,Platinum
1397,1413,220,108,217525.0,Gold
1398,1414,111,75,182781.0,Gold
1399,1415,279,20,15917.0,Bronze
1400,1416,320,8,36582.0,Bronze
1401,1417,8,111,245538.0,Platinum
1402,1418,2,78,382408.0,Platinum
1403,1419,261,53,118512.0,Gold
1404,1420,65,105,407394.0,Platinum
1405,1421,10,111,1556962.0,Platinum
1406,1422,143,5,16202.0,Bronze
1407,1423,51,52,139383.0,Gold
1408,1424,9,143,345454.0,Platinum
1409,1425,155,17,38063.0,Bronze
1410,1426,110,31,68153.0,Silver
1411,1427,163,55,176636.0,Gold
1412,1428,332,29,57851.0,Silver
1413,1429,226,10,15960.0,Bronze
1414,1430,74,33,75485.0,Silver
1415,1431,55,28,65678.0,Silver
1416,1432,99,63,141886.0,Gold
1417,1433,16,221,508389.0,Platinum
1418,1434,197,8,14544.0,Bronze
1419,1435,4,155,492719.0,Platinum
1420,1436,31,32,66913.0,Gold
1421,1437,22,27,216966.0,Gold
1422,1438,24,278,695466.0,Platinum
1423,1439,10,9,37573.0,Silver
1424,1440,214,16,53474.0,Bronze
1425,1441,9,47,104944.0,Platinum
1426,1442,12,101,277766.0,Platinum
1427,1443,2,236,525280.0,Platinum
1428,1444,9,100,557435.0,Platinum
1429,1445,4,60,135727.0,Platinum
1430,1446,41,5,18228.0,Silver
1431,1447,18,61,176797.0,Platinum
1432,1448,9,1615,7828629.0,Platinum
1433,1449,9,143,510589.0,Platinum
1434,1450,27,2,3820.0,Silver
1435,1451,118,13,89294.0,Silver
1436,1452,223,17,45888.0,Bronze
1437,1453,72,104,236480.0,Platinum
1438,1454,54,33,253216.0,Gold
1439,1455,89,179,404564.0,Platinum
1440,1456,9,117,313980.0,Platinum
1441,1457,243,20,36123.0,Bronze
1442,1458,47,87,211767.0,Platinum
1443,1459,108,8,26668.0,Bronze
1444,1460,45,101,297457.0,Platinum
1445,1461,65,24,65239.0,Silver
1446,1462,207,31,64807.0,Silver
1447,1463,12,122,264931.0,Platinum
1448,1464,115,36,73120.0,Silver
1449,1465,244,8,22743.0,Bronze
1450,1466,164,12,37517.0,Bronze
1451,1467,18,258,653265.0,Platinum
1452,1468,127,28,57222.0,Silver
1453,1469,23,25,107953.0,Gold
1454,1470,68,15,44714.0,Silver
1455,1471,17,162,344571.0,Platinum
1456,1472,17,63,67259.0,Gold
1457,1473,17,89,244876.0,Platinum
1458,1474,163,31,79743.0,Silver
1459,1475,243,14,38856.0,Bronze
1460,1476,220,6,15558.0,Bronze
1461,1477,46,129,287886.0,Platinum
1462,1478,23,21,88141.0,Gold
1463,1479,128,71,110450.0,Gold
1464,1480,39,6,14778.0,Silver
1465,1481,121,60,127255.0,Gold
1466,1482,261,18,49797.0,Silver
1467,1483,11,31,18220.0,Gold
1468,1484,275,18,39398.0,Silver
1469,1485,169,1,5136.0,Bronze
1470,1486,159,47,129929.0,Gold
1471,1487,216,6,13498.0,Bronze
1472,1488,6,9,27672.0,Silver
1473,1489,368,11,23380.0,Bronze
1474,1490,80,33,82772.0,Silver
1475,1491,44,41,29939.0,Silver
1476,1492,20,55,109881.0,Gold
1477,1493,32,118,269098.0,Platinum
1478,1494,23,41,21284.0,Silver
1479,1495,109,69,452903.0,Gold
1480,1496,9,524,1156866.0,Platinum
1481,1497,320,8,17560.0,Bronze
1482,1498,296,4,11970.0,Bronze
1483,1499,359,4,8157.0,Bronze
1484,1500,186,75,35113.0,Silver
1485,1501,193,11,66077.0,Bronze
1486,1502,45,46,50804.0,Gold
1487,1503,53,56,29008.0,Silver
1488,1504,27,129,126731.0,Platinum
1489,1505,39,59,164687.0,Gold
1490,1506,10,14,29451.0,Silver
1491,1507,299,7,17106.0,Bronze
1492,1508,33,140,213477.0,Platinum
1493,1509,11,186,425616.0,Platinum
1494,1510,66,45,142459.0,Gold
1495,1511,11,286,563467.0,Platinum
1496,1512,219,5,7542.0,Bronze
1497,1513,3,348,431216.0,Platinum
1498,1514,66,73,59115.0,Gold
1499,1515,3,87,380216.0,Platinum
1500,1516,150,25,80191.0,Silver
1501,1517,5,181,639679.0,Platinum
1502,1518,132,20,177300.0,Gold
1503,1519,34,103,196884.0,Platinum
1504,1520,121,8,17617.0,Bronze
1505,1521,108,72,294027.0,Gold
1506,1522,12,107,347933.0,Platinum
1507,1523,73,54,259829.0,Gold
1508,1524,93,193,136848.0,Gold
1509,1525,312,14,117732.0,Silver
1510,1526,45,43,116595.0,Gold
1511,1527,364,23,15742.0,Bronze
1512,1528,92,97,287920.0,Gold
1513,1529,2,587,734752.0,Platinum
1514,1530,26,14,58676.0,Silver
1515,1531,4,124,278777.0,Platinum
1516,1532,11,206,129563.0,Platinum
1517,1533,100,29,54984.0,Silver
1518,1534,61,27,99077.0,Gold
1519,1535,1,217,553702.0,Platinum
1520,1536,221,3,33816.0,Bronze
1521,1537,26,1,34944.0,Silver
1522,1538,24,224,569564.0,Platinum
1523,1539,53,17,47024.0,Silver
1524,1540,8,144,149877.0,Platinum
1525,1541,303,17,53464.0,Bronze
1526,1542,10,379,321877.0,Platinum
1527,1543,28,12,161344.0,Gold
1528,1544,99,9,15645.0,Bronze
1529,1545,367,5,9228.0,Bronze
